src_text	tgt_text
Fox, Eden Brolin, John Malkovich, Vince Vaughn, Patrick Muldoon.	ᱤᱰᱮᱱ ᱯᱷᱚᱠᱥ, ᱵᱨᱳᱞᱤᱱ, ᱡᱚᱱ ᱢᱟᱞᱠᱳᱵᱷᱤᱪ, ᱵᱤᱱᱥ ᱵᱷᱳᱱ, ᱯᱮᱴᱨᱤᱠ ᱢᱩᱞᱰᱩᱱ
They asked me if I was interested in playing Arjuna.	ᱩᱱᱠᱩ ᱤᱧ ᱴᱷᱮᱱ ᱮ ᱯᱟᱹᱭᱠᱟᱹᱣ ᱠᱮᱫᱼᱟ ᱡᱮ ᱤᱧ ᱤᱧ ᱟᱨᱡᱩᱱᱟ ᱠᱷᱮᱞᱚᱸᱰ ᱨᱮ ᱥᱮᱞᱮᱫᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱠᱩᱥᱤᱭᱟᱜᱼᱟ ᱥᱮ ᱵᱟᱝ ᱾
The album was very diverse in that it had many different types of instruments.	ᱱᱚᱶᱟ ᱮᱞᱵᱚᱢ ᱫᱚ ᱟᱹᱰᱤ ᱵᱷᱮᱜᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾ ᱱᱚᱶᱟ ᱨᱮ ᱟᱭᱢᱟ ᱞᱮᱠᱟᱱ ᱤᱱᱥᱴᱨᱚᱢᱮᱱᱴ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
So after so much rejection, finally Pankaj Dheer was selected for Arjuna.	ᱚᱱᱟᱛᱮ ᱟᱹᱰᱤ ᱜᱟᱱ ᱵᱟᱲᱦᱟᱣ ᱛᱟᱭᱚᱢ, ᱯᱚᱸᱠᱡᱚ ᱫᱤᱨ ᱫᱚ ᱟᱨᱡᱩᱱᱟ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱵᱟᱪᱷᱚᱱ ᱞᱮᱱᱟ ᱾
Their lyrics are influenced by Russian folklore and Slavic mythology.	ᱱᱩᱠᱩᱣᱟᱜ ᱥᱮᱨᱮᱧ ᱨᱟᱥᱤᱭᱟᱱ ᱯᱷᱳᱞᱠᱞᱳᱨ ᱟᱨ ᱥᱞᱟᱵᱷᱤᱠ ᱢᱟᱭᱛᱷᱚᱞᱚᱡᱤ ᱠᱷᱚᱱ ᱟᱥᱚᱞ ᱤᱫᱤ ᱠᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
So Mukesh Khanna was senior to Pankaj and me both.	ᱚᱱᱟᱛᱮ ᱢᱩᱠᱮᱥ ᱠᱷᱟᱱᱱᱟ ᱫᱚ ᱯᱚᱸᱠᱡᱚ ᱟᱨ ᱤᱧ ᱵᱟᱱᱟᱨ ᱠᱷᱚᱱ ᱢᱟᱨᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ ᱾
He has also acted in a number of Hindi language movies.	ᱩᱱᱤ ᱫᱚ ᱟᱭᱢᱟ ᱦᱤᱱᱫᱤ ᱯᱟᱹᱨᱥᱤ ᱯᱷᱤᱞᱢ ᱨᱮ ᱦᱚᱸᱭ ᱠᱟ.
Drummer Andrey Ishchenko joined the band as his replacement.	ᱰᱨᱟᱢᱟᱨ ᱟᱱᱰᱨᱮᱭ ᱤᱥᱪᱮᱱᱠᱳ ᱫᱚ ᱟᱡᱟᱜ ᱵᱮᱵᱚᱥᱛᱟ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱱᱰ ᱨᱮ ᱥᱮᱞᱮᱫ ᱮᱱᱟ ᱾
Rod is a Slavic great god, Father of the Universe.	ᱨᱚᱰ ᱫᱚ ᱥᱞᱚᱵᱷᱤᱠ ᱢᱟᱨᱟᱝ ᱫᱷᱚᱨᱚᱢ ᱠᱟᱱᱟ, ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱨᱤᱱᱤᱡ ᱡᱟ.
She was born in New York City, New York.	ᱱᱩᱭ ᱫᱚ ᱱᱭᱩ ᱭᱚᱨᱠ ᱥᱚᱦᱚᱨ, ᱱᱭᱩ ᱭᱚᱨᱠ ᱨᱮ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟᱭ ᱾
Not long after, Guthrie received a draft notice.	ᱟᱹᱰᱤ ᱫᱤᱱ ᱛᱟᱭᱚᱢ, ᱜᱩᱴᱷᱨᱤ ᱫᱚ ᱢᱤᱫ ᱡᱚᱡᱚᱱᱟ ᱵᱟᱰᱟᱭ ᱧᱟᱢ ᱠᱮᱫᱟ ᱾
McQueen died on October 4, 2020 at the age of 68.	ᱢᱮᱠᱣᱤᱱ ᱫᱚ ᱔ ᱚᱠᱴᱚᱵᱚᱨ ᱒᱐᱒᱐ ᱨᱮ ᱖᱘ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨ ᱨᱮ ᱜᱚᱡ ᱮᱱᱟ ᱾
There is a remix of the song by the Swedish rock band, Teddybears.	ᱥᱣᱮᱰᱤᱥ ᱨᱚᱠ ᱵᱮᱸᱰ, ᱴᱮᱰᱤᱵᱮᱭᱟᱨᱥ ᱭᱟᱜ ᱥᱮᱨᱮᱧ ᱨᱤᱢᱮᱠᱥ ᱢᱮᱱᱟᱜᱼᱟ ᱾
In 1984 she took third place in the Swiss final.	᱑᱙᱘᱔ ᱥᱟᱞᱮ ᱨᱮ ᱥᱩᱭᱡᱟᱨᱞᱮᱱᱰ ᱯᱷᱤᱱᱟᱞ ᱨᱮ ᱯᱮᱭᱟ ᱴᱷᱟᱶ ᱮ ᱟᱢᱮᱴ ᱞᱮᱫᱼᱟ ᱾
However, in the 1980s popular rock bands in Armenia began to emerge.	ᱢᱮᱱᱠᱷᱟᱱ ᱑᱙᱘᱐ ᱥᱮᱨᱢᱟ ᱨᱮ ᱟᱨᱢᱮᱱᱤᱭᱟ ᱨᱮ ᱧᱩᱛᱩᱢᱟᱱ ᱨᱚᱠ ᱵᱮᱸᱰ ᱠᱚ ᱵᱮᱨᱮᱫ ᱮᱱᱟ᱾
Francioli died in Rome on April 6, 2020 at the age of 100.	ᱯᱷᱨᱟᱱᱥᱳᱞᱤ ᱫᱚ ᱑᱐᱐ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨ ᱨᱮ ᱖ ᱮᱯᱨᱤᱞ ᱒᱐᱒᱐ ᱨᱮ ᱨᱳᱢ ᱨᱮ ᱜᱚᱡ ᱮᱱᱟ ᱾
Armen Grigoryan helped the development of Russian rock music.	ᱟᱨᱢᱮᱱ ᱜᱨᱤᱜᱳᱨᱤᱭᱟᱱ ᱫᱚ ᱨᱟᱥᱤᱭᱟᱱ ᱨᱚᱠ ᱥᱮᱨᱮᱧ ᱨᱮᱭᱟᱜ ᱯᱨᱚᱫᱭᱚᱜᱤᱠᱤ ᱨᱮ ᱜᱚᱲᱚᱭ ᱮᱢ ᱠᱮᱫᱟ ᱾
It was based on the novel of the same name by Jules Verne.	ᱡᱩᱞᱮᱥ ᱵᱷᱚᱨᱱᱮ ᱚᱞ ᱟᱠᱟᱱ ᱱᱚᱶᱟ ᱧᱩᱛᱩᱢᱟᱱ ᱨᱳᱢᱟᱱᱥ ᱛᱮ ᱱᱚᱶᱟ ᱫᱚ ᱵᱮᱥ ᱟᱠᱟᱱᱟ ᱾
These stars include Charles Boyer, Marlene Dietrich, and Frank Sinatra.	ᱡᱩᱞᱮᱥ ᱵᱷᱚᱨᱱᱮ ᱚᱞ ᱟᱠᱟᱱ ᱱᱚᱶᱟ ᱧᱩᱛᱩᱢᱟᱱ ᱨᱳᱢᱟᱱᱥ ᱛᱮ ᱱᱚᱶᱟ ᱫᱚ ᱵᱮᱥ ᱟᱠᱟᱱᱟ ᱾
They arranged piano duets so that they could be played by three hands.	ᱱᱩᱠᱩ ᱯᱤᱭᱟᱱᱳ ᱰᱩᱮᱴ ᱠᱚ ᱵᱮᱱᱟᱣ ᱠᱮᱫᱟ ᱡᱟᱦᱟᱸᱛᱮ ᱯᱮᱭᱟ ᱦᱚᱛᱮᱛᱮ ᱠᱚ ᱥᱮᱨᱮᱧ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
The movie is about a young Borrower named Arrietty.	ᱱᱚᱶᱟ ᱯᱷᱤᱞᱢ ᱨᱮ ᱫᱚ ᱟᱨᱤᱭᱮᱴᱴᱤ ᱧᱩᱛᱩᱢᱟᱱ ᱢᱤᱫ ᱠᱚᱲᱟ ᱞᱳᱱᱰᱟᱨ ᱟᱜ ᱠᱟᱛᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾
Sometimes musicians think this is not a good thing.	ᱛᱤᱱᱟᱹᱝ ᱜᱟᱱ ᱚᱠᱛᱚ ᱨᱮ ᱥᱮᱨᱮᱧᱤᱭᱟᱹ ᱠᱚ ᱱᱚᱶᱟ ᱫᱚ ᱱᱟᱯᱟᱭ ᱵᱟᱭ ᱢᱮᱱᱟ ᱾
Arrested Development  Arrested Development is an American television sitcom.	ᱟᱨᱮᱥᱴᱮᱰ ᱰᱮᱵᱞᱚᱯᱢᱮᱱᱴ ᱫᱚ ᱢᱤᱫ ᱟᱢᱮᱨᱤᱠᱟ ᱨᱮᱱ ᱴᱮᱞᱤᱵᱤᱡᱚᱱ ᱥᱤᱴᱠᱚᱢ ᱠᱟᱱᱟ᱾
It is thought to be one of the first movies ever made.	ᱱᱚᱶᱟ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱯᱩᱭᱞᱩ ᱯᱷᱤᱞᱢ ᱠᱷᱚᱱ ᱢᱤᱫᱴᱟᱹᱝ ᱢᱮᱱᱛᱮ ᱠᱚ ᱢᱮᱱᱟ ᱾
When he was 11 or 12, he was adopted by Joseph W. Clokey.	11  ᱥᱮ 12, ᱵᱚᱪᱷᱚᱨ ᱩᱢᱮᱨ ᱨᱮ ᱩᱱᱤ ᱡᱚᱥᱯᱷ ᱣ. ᱠᱞᱚᱠᱤ
Their brother Teddy buries the men in the basement.	ᱱᱩᱠᱩᱣᱟᱜ ᱵᱚᱭᱦᱟ ᱴᱮᱰᱤ ᱫᱚ ᱠᱚᱲᱟ ᱠᱚ ᱢᱩᱴᱷᱟᱹᱱ ᱨᱮ ᱠᱚ ᱛᱷᱟᱯᱚᱱᱟ ᱾
He had been suffering from a infection of the bladder.	ᱩᱱᱤ ᱫᱚ ᱵᱩᱞᱚᱠ ᱨᱮ ᱟᱡᱟᱨ ᱛᱮᱭ ᱜᱚᱡ ᱞᱮᱱᱟ ᱾
Clokey was born Arthur Charles Farrington in Detroit, Michigan.	ᱠᱞᱚᱠᱤ ᱫᱚ ᱰᱮᱴᱨᱚᱭᱴ, ᱢᱤᱥᱤᱜᱟᱱ ᱨᱮ ᱟᱛᱷᱚᱨ ᱪᱟᱨᱞᱥ ᱯᱷᱟᱨᱤᱝᱴᱚᱱ ᱧᱩᱛᱩᱢ ᱛᱮᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾
He described it as a metaphor for the evolving human consciousness.	ᱩᱱᱤ ᱫᱚ ᱱᱚᱣᱟ ᱫᱚ ᱢᱟᱹᱱᱢᱤ ᱟᱜ ᱩᱛᱷᱱᱟᱹᱣ ᱟᱠᱟᱱ ᱢᱮᱱᱮᱛ ᱞᱮᱠᱟᱛᱮᱭ ᱵᱩᱡᱷᱟᱹᱣ ᱞᱮᱫᱼᱟ ᱾
Pepper began his musical career in the 1940s playing with Benny Carter.	ᱯᱮᱯᱚᱨ ᱫᱚ ᱑᱙᱔᱐ ᱥᱮᱨᱢᱟ ᱨᱮ ᱵᱮᱱᱤ ᱠᱟᱨᱴᱚᱨ ᱥᱟᱶ ᱠᱷᱮᱞ ᱠᱟᱛᱮ ᱟᱡᱟᱜ ᱥᱮᱨᱮᱧ ᱠᱮᱨᱤᱭᱚᱨ ᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟ ᱾
Art films are very rarely made into franchises with sequels.	ᱟᱨᱴ ᱯᱷᱤᱞᱢ ᱫᱚ ᱟᱹᱰᱤ ᱠᱚᱢ ᱜᱮ ᱯᱷᱨᱮᱸᱪᱟᱭᱤᱡᱽ ᱠᱚ ᱵᱮᱱᱟᱣᱟ ᱡᱟᱦᱟᱸ ᱨᱮ ᱥᱤᱠᱣᱮᱞ ᱢᱮᱱᱟᱜ-ᱟ ᱾
Art films are usually made by smaller movie companies.	ᱟᱨᱴ ᱯᱷᱤᱞᱢ ᱫᱚ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱯᱷᱤᱞᱢ ᱠᱚ ᱵᱮᱱᱟᱣᱟ ᱾
Movie directors making art films try to make them very different from blockbuster movies.	ᱯᱷᱤᱞᱢ ᱨᱮᱱ ᱰᱤᱨᱮᱠᱴᱚᱨ ᱠᱚ ᱯᱷᱤᱞᱢ ᱠᱚ ᱵᱮᱱᱟᱣ ᱠᱚᱣᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱵᱞᱚᱠᱵᱟᱥᱴᱚᱨ ᱯᱷᱤᱞᱢ ᱠᱷᱚᱱ ᱵᱷᱮᱜᱟᱨ ᱜᱮᱭᱟ᱾
This causes more movies to be made using the same story and characters.	ᱱᱚᱶᱟ ᱫᱚ ᱱᱚᱶᱟ ᱜᱮ ᱪᱮᱛᱟᱱ ᱨᱮ ᱮᱢ ᱟᱠᱟᱱ ᱯᱷᱤᱞᱢ ᱠᱚ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
Blockbuster movies are part of the reason why people make art films.	ᱵᱞᱚᱠᱵᱟᱥᱴᱟᱨ ᱯᱷᱤᱞᱢ ᱠᱚ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱜᱚᱴᱟᱝ ᱜᱚᱴᱟᱝ ᱜᱚᱴᱟᱝ ᱜᱚᱴᱟᱝ ᱜᱚᱴᱟᱝ ᱜᱚᱴᱟᱝ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ᱾
In blockbuster movies, there is usually a happy ending.	ᱵᱞᱚᱠᱵᱟᱥᱴᱚᱨ ᱯᱷᱤᱞᱢ ᱨᱮ, ᱟᱥᱚᱠᱟᱭ ᱛᱮ ᱢᱤᱫ ᱦᱮᱯᱤᱴᱤ ᱢᱩᱪᱟᱹᱫ ᱢᱮᱱᱟᱜᱼᱟ ᱾
She is as talented as her father, who is also a painter.	ᱩᱱᱤ ᱫᱚ ᱟᱡ ᱵᱟᱵᱟ ᱞᱮᱠᱟ ᱜᱮ ᱦᱮᱯᱨᱟᱣᱟᱱ ᱠᱟᱱᱟᱭ, ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱢᱤᱫ ᱪᱤᱛᱟᱹᱨᱤᱭᱟᱹ ᱦᱚᱸ ᱠᱟᱱᱟᱭ ᱾
He died in August 2018 at the age of 77.	ᱩᱱᱤ ᱫᱚ ᱒᱐᱑᱘ ᱥᱮᱨᱢᱟ ᱨᱮᱱᱟᱜ ᱚᱜᱚᱥᱴ ᱨᱮ ᱗᱗ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨ ᱨᱮᱭ ᱜᱩᱨ ᱞᱮᱱᱟ᱾
Jane Lynch made an appearance as a guest star when the season started.	ᱡᱮᱱ ᱞᱤᱱᱪ ᱫᱚ ᱥᱤᱡᱚᱱ ᱮᱛᱚᱦᱚᱵ ᱚᱠᱛᱚ ᱨᱮ ᱢᱤᱫ ᱜᱟᱶᱛᱟ ᱧᱩᱛᱩᱢᱟᱱ ᱧᱮᱧᱮᱞᱤᱭᱟ. ᱞᱮᱠᱟᱛᱮᱭ ᱠᱟ.
In 1976, he was nominated for a Grammy Award.	᱑᱙᱗᱖ ᱨᱮ, ᱩᱱᱤ ᱫᱚ ᱜᱽᱨᱟᱢᱢᱤ ᱟᱣᱟᱨᱰ ᱞᱟᱹᱜᱤᱫ ᱮ ᱩᱪᱷᱟᱹᱱ ᱞᱮᱱᱟ ᱾
He was a member of the Lok Sabha between 1991 until 1996.	ᱩᱱᱤ ᱫᱚ ᱑᱙᱙᱑ ᱠᱷᱚᱱ ᱑᱙᱙᱖ ᱫᱷᱟᱹᱵᱤᱡ ᱞᱳᱠ ᱥᱚᱵᱷᱟ ᱥᱚᱦᱮᱛ ᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
At first Stokowski wanted to conduct it but then he agreed that Toscanini would.	ᱵᱨᱚᱭᱱᱚᱨ ᱫᱚ ᱗ ᱡᱩᱞᱟᱭ ᱒᱐᱑᱙ ᱥᱟᱞᱮ ᱨᱮ ᱵᱚᱨᱞᱤᱱ ᱨᱮ ᱑᱐᱐ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨ ᱨᱮ ᱜᱩᱨ ᱞᱮᱱᱟᱭ ᱾
In 1950 the NBC concerts moved to Carnegie Hall.	᱑᱙᱕᱐ ᱥᱟᱞᱮ ᱨᱮ ᱱᱤᱵᱟᱥᱤ ᱠᱚᱸᱥᱚᱨᱴ ᱠᱚ ᱠᱟᱨᱱᱮᱜᱤ ᱦᱳᱞ ᱨᱮ ᱠᱚ ᱛᱷᱟᱯᱚᱱ ᱞᱮᱫᱟ ᱾
The orchestra went all over the world with Toscanini.	ᱴᱳᱥᱠᱟᱱᱤᱱᱤ ᱥᱟᱶ ᱥᱮᱨᱮᱧ ᱫᱚ ᱡᱮᱜᱮᱛ ᱡᱟᱠᱟᱛ ᱨᱮ ᱥᱮᱱ ᱞᱮᱱᱟ ᱾
After getting their Pokémon, Blue challenges Red to a battle.	ᱯᱳᱠᱢᱳᱱ ᱧᱟᱢ ᱠᱟᱛᱮ, ᱵᱽᱞᱩ ᱫᱚ ᱨᱤᱰ ᱥᱟᱶ ᱞᱟᱹᱰᱷᱟᱹᱭ ᱞᱟᱹᱜᱤᱫ ᱮ ᱪᱟᱞᱟᱜᱼᱟ ᱾
Bichareh was known for his collection of old cameras and cinema and theater photos.	ᱵᱤᱪᱟᱨᱮᱦ ᱫᱚ ᱟᱡᱟᱜ ᱯᱟᱪᱷᱮ ᱠᱟᱢᱮᱨᱚ ᱟᱨ ᱥᱤᱱᱮᱢᱟ ᱟᱨ ᱛᱷᱤᱭᱮᱴᱚᱨ ᱯᱷᱳᱴᱳ ᱠᱚ ᱨᱮᱱᱟᱜ ᱠᱚᱞᱮᱠᱥᱚᱱ ᱛᱮ ᱵᱟᱰᱟᱭᱚᱜᱼᱟ ᱾
The movie was shot on several locations in Mississippi.	ᱯᱷᱤᱞᱢ ᱫᱚ ᱢᱤᱥᱤᱥᱤᱥᱤᱯᱤ ᱨᱮᱭᱟᱜ ᱟᱭᱢᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱯᱷᱤᱞᱢ ᱟᱠᱟᱱᱟ ᱾
There are key differences in the manga, though.	ᱢᱮᱱᱠᱷᱟᱱ ᱢᱟᱱᱜᱟ ᱨᱮ ᱟᱹᱰᱤᱜᱟᱱ ᱢᱩᱬᱩᱛ ᱵᱷᱮᱜᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱾
The album was certified platinum in a month of its release.	ᱱᱚᱶᱟ ᱮᱞᱵᱚᱢ ᱫᱚ ᱯᱞᱮᱴᱤᱱᱚᱢ ᱥᱟᱨᱴᱤᱯᱷᱤᱠᱮᱴ ᱮ ᱧᱟᱢ ᱞᱮᱫᱟ ᱾
She outsold artists including Alicia Keys and Lauryn Hill.	ᱩᱱᱤ ᱫᱚ ᱟᱞᱤᱥᱤᱭᱟ ᱠᱤᱥ ᱟᱨ ᱞᱳᱨᱤᱱ ᱦᱤᱞ ᱮᱢᱟᱱ ᱥᱮᱨᱮᱧᱤᱭᱟᱹ ᱠᱚ ᱠᱷᱚᱱ ᱦᱚᱸ ᱡᱟᱹᱥᱛᱤ ᱠᱟ.
It is believed that Varg Vikernes took the photo himself.	ᱵᱟᱨᱜᱽ ᱵᱷᱤᱠᱚᱨᱱᱮᱥ ᱱᱤᱡᱮᱨᱟᱜ ᱯᱷᱳᱴᱳ ᱠᱮᱫᱟ ᱢᱮᱱᱛᱮ ᱠᱚ ᱢᱮᱱᱟ ᱾
They will release their third studio album in 2013.	ᱱᱩᱠᱩ ᱫᱚ ᱒᱐᱑᱓ ᱨᱮ ᱟᱠᱚᱣᱟᱜ ᱯᱮᱭᱟ ᱥᱴᱩᱰᱤᱭᱳ ᱟᱞᱵᱚᱢ ᱠᱚ ᱨᱤᱞᱤᱡᱽ ᱠᱚᱣᱟ ᱾
Shakur was arrested for the first time in 1967 for trespassing during a protest.	᱑᱙᱖᱗ ᱥᱮᱨᱢᱟ ᱨᱮ ᱢᱤᱫᱴᱮᱱ ᱥᱚᱝᱵᱤᱫᱷᱟᱱ ᱚᱠᱛᱚ ᱨᱮ ᱵᱤᱨᱩᱫᱷ ᱛᱮ ᱥᱮᱱᱚᱜ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱥᱠᱩᱨ ᱯᱩᱭᱞᱩ ᱫᱷᱟᱣ ᱠᱚ ᱵᱚᱫᱚᱞ ᱞᱮᱫᱟ।
Later in life, Nielsen became a collage artist and an author.	ᱛᱟᱭᱚᱢ ᱡᱤᱭᱚᱱ ᱨᱮ, ᱱᱤᱞᱥᱮᱱ ᱫᱚ ᱢᱤᱫ ᱠᱚᱞᱮᱡᱽ ᱟᱨᱴᱤᱥᱴ ᱟᱨ ᱢᱤᱫ ᱚᱞ ᱪᱤᱠᱤ ᱛᱮᱭᱟᱨᱤᱭᱟ.
She has recorded several songs in which singing and violin were of equal importance.	ᱩᱱᱤ ᱫᱚ ᱟᱭᱢᱟ ᱜᱟᱱ ᱥᱮᱨᱮᱧ ᱠᱚᱭ ᱨᱮᱠᱳᱨᱰ ᱟᱠᱟᱫᱟ ᱡᱟᱦᱟᱸ ᱨᱮ ᱥᱮᱨᱮᱧ ᱟᱨ ᱵᱷᱤᱭᱚᱞᱤᱱ ᱫᱚ ᱢᱤᱫ ᱞᱮᱠᱟᱱᱟᱜ ᱢᱩᱬᱩᱛ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ ᱾
She did this to focus on her newly born son, Philip.	ᱩᱱᱤ ᱫᱚ ᱟᱡᱟᱜ ᱱᱟᱣᱟ ᱡᱟᱱᱟᱢ ᱟᱠᱟᱱ ᱜᱤᱫᱽᱨᱟ.ᱯᱷᱤᱞᱤᱯ ᱨᱮ ᱡᱩᱞᱩᱜ ᱞᱟᱹᱜᱤᱫ ᱱᱚᱶᱟ ᱠᱮᱜᱼᱟ ᱾
She graduated from the National Music Academy in Kiev.	ᱩᱱᱤ ᱫᱚ ᱠᱤᱭᱮᱵᱷ ᱨᱮᱱ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱥᱮᱨᱮᱧ ᱟᱠᱰᱤᱢᱤ ᱠᱷᱚᱱ ᱯᱟᱲᱦᱟᱣ ᱞᱮᱱᱟᱭ ᱾
She was the soloist of the Ukrainian National Philharmonic.	ᱩᱱᱤ ᱫᱚ ᱭᱩᱠᱨᱮᱱᱤᱭᱟᱱ ᱱᱮᱥᱱᱟᱞ ᱯᱷᱤᱞᱟᱨᱢᱳᱱᱤᱠ ᱨᱤᱱᱤᱡ ᱥᱚᱞᱳᱱᱤᱥᱴ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ ᱾
His works focused on Indian classical dance forms of Kathak as well as Kathakali.	ᱟᱡᱟᱜ ᱠᱟᱹᱢᱤ ᱠᱚ ᱫᱚ ᱠᱟᱛᱷᱟᱠ ᱟᱨ ᱠᱟᱛᱷᱟᱠᱚᱞᱤ ᱥᱤᱧᱚᱛᱤᱭᱟᱹ ᱠᱞᱟᱥᱤᱠᱟᱞ ᱵᱟᱧᱪᱟᱣ ᱨᱮ ᱛᱟᱞᱢᱟ ᱠᱟᱛᱷᱟᱠ ᱮᱱᱟ ᱾
It is based on the manga of the same name.	ᱱᱚᱶᱟ ᱫᱚ ᱱᱚᱶᱟ ᱧᱩᱛᱩᱢᱟᱱ ᱢᱟᱱᱜᱟ ᱨᱮ ᱦᱩᱭᱟᱠᱟᱱᱟ ᱾
Eight people were killed in the crush on that night.	ᱚᱱᱟ ᱧᱤᱫᱟ. ᱨᱮ ᱜᱚᱡ ᱟᱠᱟᱱ ᱦᱚᱲ ᱠᱚ ᱢᱩᱴᱷᱟ.
She is a member of the Japanese girl group Nogizaka46.	ᱱᱩᱭ ᱫᱚ ᱡᱟᱯᱟᱱᱤ ᱜᱽᱨᱩᱯ ᱱᱳᱜᱤᱡᱟᱠᱟ ᱔᱖ ᱨᱮᱱ ᱢᱤᱫᱴᱮᱱ ᱢᱮᱢᱵᱚᱨ ᱠᱟᱱᱟᱭ ᱾
Though the cannons are now silent, the enemy continues to harass the Soviets.	ᱤᱱᱟᱹ ᱛᱟᱭᱱᱚᱢ ᱨᱮ ᱜᱚᱝᱠᱮ ᱫᱚ ᱵᱟᱭ ᱨᱚᱲ ᱫᱟᱲᱮᱭᱟᱫᱼᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱥᱳᱵᱷᱤᱭᱮᱛ ᱱᱟᱜᱟᱨᱤᱭᱟᱹ ᱠᱚ ᱫᱚ ᱱᱤᱛᱚᱜ ᱦᱚᱸ ᱜᱚᱝᱠᱮ ᱠᱚ ᱜᱚᱡ ᱮᱫᱼᱟ ᱾
Her grandfather was Aristotle Onassis, a wealthy shipping businessman.	ᱟᱡᱟᱜ ᱟᱭᱳ ᱫᱚ ᱟᱨᱤᱥᱴᱚᱴᱚᱞ ᱚᱱᱟᱥᱤᱥᱤ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ, ᱢᱤᱫᱴᱮᱱ ᱢᱟᱨᱟᱝ ᱚᱱᱚᱞᱤᱭᱟ.
His work often explores themes of alienation and isolation.	ᱟᱡᱟᱜ ᱠᱟᱹᱢᱤ ᱨᱮ ᱟᱥᱚᱠᱟᱭ ᱛᱮ ᱵᱷᱮᱜᱟᱨ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱠᱚ ᱯᱟᱥᱱᱟᱣ ᱟᱠᱟᱱᱟ ᱾
Her father is a dental surgeon, and her mother is a teacher.	ᱟᱡ ᱵᱟᱵᱟ ᱫᱚ ᱢᱤᱫ ᱰᱮᱱᱴᱟᱞ ᱥᱤᱨᱡᱚᱱᱤᱭᱟᱹ ᱠᱟᱱᱟᱭ, ᱟᱨ ᱟᱡ ᱟᱭᱳ ᱫᱚ ᱢᱤᱫ ᱢᱟᱪᱮᱫ ᱠᱟᱱᱟᱭ ᱾
Later, Aubrey’s son Dennis was one of his students.	ᱛᱟᱭᱚᱢ ᱚᱵᱽᱨᱟᱭᱤᱡᱽ ᱜᱤᱫᱽᱨᱟ. ᱰᱮᱱᱤᱥ ᱫᱚ ᱟᱡᱟᱜ ᱢᱤᱫ ᱯᱚᱲᱦᱚᱱᱤᱭᱟ.
He still performed occasionally, usually together with his son Dennis.	ᱩᱱᱤ ᱫᱚ ᱱᱤᱛᱦᱚᱸ ᱚᱠᱛᱚ-ᱠᱟᱨᱚᱱ ᱜᱮ ᱥᱮᱨᱮᱧ ᱮ ᱥᱮᱨᱮᱧᱟ, ᱟᱥᱚᱠᱟᱭ ᱛᱮ ᱟᱡᱤᱡ ᱜᱤᱫᱽᱨᱟᱹ ᱰᱮᱱᱤᱥ ᱥᱟᱶᱛᱮ ᱾
